0,00,0000,0000,0000,904,5,10,10,8,3,9,13,7,8,5,14,9,5,7,7
0,00,0000,0000,0001,3,907,7,6,9,10,5,12,7,7,8,7,7,12,12,5
0,00,0000,0000,0010,5,6,910,6,7,6,6,8,10,9,9,9,7,8,11,7
0,00,0000,0000,0011,7,5,9,911,2,9,8,9,8,5,6,10,7,8,10,10
0,00,0000,0000,0100,14,8,12,9,880,10,6,4,8,13,19,9,8,8,8,8
0,00,0000,0000,0101,7,7,4,7,7,920,8,6,8,6,11,4,3,6,12,8
0,00,0000,0000,0110,5,5,4,11,7,8,919,5,6,17,8,6,6,3,5,9
0,00,0000,0000,0111,10,3,12,13,9,13,9,898,8,7,11,7,2,5,9,8
0,00,0000,0000,1000,5,4,4,5,5,7,8,8,923,10,5,8,13,9,4,6
0,00,0000,0000,1001,5,1,11,4,7,7,13,6,8,922,9,3,8,8,8,4
0,00,0000,0000,1010,5,6,11,14,14,9,5,7,12,5,908,6,7,3,3,9
0,00,0000,0000,1011,12,9,12,7,6,10,13,11,9,8,9,893,12,3,2,8
0,00,0000,0000,1100,6,16,6,14,8,4,5,12,7,12,8,9,900,5,6,6
0,00,0000,0000,1101,4,8,11,6,7,8,10,8,6,7,13,9,11,897,11,8
0,00,0000,0000,1110,8,9,5,9,7,4,4,5,10,4,7,12,12,7,910,11
0,00,0000,0000,1111,12,5,7,10,7,8,4,4,8,6,5,6,15,2,9,916
0,00,0000,0001,0000,6,97,85,38,91,40,42,75,92,40,42,89,57,93,94,43
0,00,0000,0001,0001,86,11,42,81,41,95,89,52,50,89,91,42,74,54,43,84
0,00,0000,0001,0010,97,28,6,99,30,80,86,33,39,89,104,55,79,50,51,98
0,00,0000,0001,0011,48,80,68,6,64,50,42,98,96,49,59,100,41,82,98,43
0,00,0000,0001,0100,82,29,43,93,7,91,89,42,45,99,89,42,83,40,50,100
0,00,0000,0001,0101,45,82,96,50,95,6,32,87,91,40,45,87,53,84,99,32
0,00,0000,0001,0110,43,118,90,42,93,35,7,100,74,49,46,88,33,83,77,46
0,00,0000,0001,0111,86,35,40,83,46,86,92,6,41,88,91,54,86,48,48,94
0,00,0000,0001,1000,97,50,42,83,44,83,81,48,6,78,100,38,87,40,50,97
0,00,0000,0001,1001,49,85,83,44,89,39,35,86,87,9,42,90,41,95,95,55
0,00,0000,0001,1010,43,81,89,36,103,54,48,78,81,38,6,97,42,93,91,44
0,00,0000,0001,1011,89,50,51,86,42,104,92,49,32,91,80,3,89,35,31,100
0,00,0000,0001,1100,49,77,87,50,106,29,54,74,107,40,44,90,2,83,93,39
0,00,0000,0001,1101,94,50,45,81,40,87,79,47,31,95,83,35,99,5,50,103
0,00,0000,0001,1110,82,51,44,85,39,88,80,36,46,91,92,42,79,54,8,107
0,00,0000,0001,1111,55,80,97,36,83,46,51,96,78,44,36,91,34,92,98,7
0,00,0000,0010,0000,39,72,64,64,75,76,70,65,55,69,70,69,50,71,69,46
0,00,0000,0010,0001,63,47,69,60,65,69,63,76,72,60,71,67,46,76,57,63
0,00,0000,0010,0010,60,78,41,55,84,67,64,67,60,62,69,56,64,47,82,68
0,00,0000,0010,0011,81,79,64,36,76,69,75,57,68,82,65,71,38,52,53,58
0,00,0000,0010,0100,62,75,82,63,51,60,56,57,71,65,67,38,71,68,62,76
0,00,0000,0010,0101,74,57,64,70,67,44,68,56,41,78,31,68,81,85,81,59
0,00,0000,0010,0110,82,75,69,78,57,72,51,51,58,49,66,62,66,53,72,63
0,00,0000,0010,0111,61,72,69,77,70,68,68,36,37,62,60,80,77,53,61,73
0,00,0000,0010,1000,56,87,71,66,71,48,62,37,32,59,71,56,63,88,79,78
0,00,0000,0010,1001,64,56,70,54,67,72,43,56,56,47,75,80,73,66,70,75
0,00,0000,0010,1010,71,52,69,62,65,48,63,61,59,78,43,78,68,68,57,82
0,00,0000,0010,1011,74,76,73,68,41,65,52,68,73,72,60,34,58,71,76,63
0,00,0000,0010,1100,71,68,64,52,64,61,56,64,53,70,82,64,50,68,68,69
0,00,0000,0010,1101,66,84,47,49,66,62,58,59,80,63,70,74,74,45,71,56
0,00,0000,0010,1110,58,49,73,69,77,67,57,73,81,65,77,58,66,54,44,56
0,00,0000,0010,1111,37,51,67,80,70,70,69,60,70,81,67,72,70,62,58,40
0,00,0000,0011,0000,30,61,59,74,67,62,74,67,64,75,75,60,66,76,68,46
0,00,0000,0011,0001,71,33,68,58,83,63,64,71,83,64,56,65,72,63,44,66
0,00,0000,0011,0010,68,69,45,59,69,69,79,76,53,61,71,67,67,55,62,54
0,00,0000,0011,0011,80,59,65,47,60,73,70,56,66,78,75,49,43,56,77,70
0,00,0000,0011,0100,59,63,83,73,41,71,61,82,41,66,65,42,51,63,74,89
0,00,0000,0011,0101,70,54,68,74,66,33,68,59,77,60,41,61,61,75,74,83
0,00,0000,0011,0110,81,67,67,65,69,77,43,66,63,48,62,63,57,70,56,70
0,00,0000,0011,0111,82,62,75,58,76,66,64,32,42,65,68,62,67,74,80,51
0,00,0000,0011,1000,57,67,84,63,86,65,60,48,31,60,70,76,53,66,64,74
0,00,0000,0011,1001,61,81,76,54,46,61,48,80,62,48,62,76,72,58,65,74
0,00,0000,0011,1010,67,57,65,73,58,42,73,61,74,80,37,65,66,74,63,69
0,00,0000,0011,1011,59,73,63,66,39,63,61,65,78,72,80,40,71,78,48,68
0,00,0000,0011,1100,81,75,61,45,62,62,89,62,56,57,67,76,24,63,77,67
0,00,0000,0011,1101,76,59,51,64,63,75,55,92,58,75,72,68,56,37,68,55
0,00,0000,0011,1110,54,54,69,56,73,85,58,77,61,66,69,76,47,80,32,67
0,00,0000,0011,1111,57,66,73,64,68,69,57,70,54,71,69,54,60,73,76,43
0,00,0000,0100,0000,58,59,77,67,45,68,69,68,63,57,64,73,68,67,58,63
0,00,0000,0100,0001,59,54,70,66,64,63,72,63,57,72,63,63,70,64,63,61
0,00,0000,0100,0010,66,56,62,62,64,72,79,70,60,67,63,68,55,59,64,57
0,00,0000,0100,0011,61,52,61,56,59,66,59,65,57,64,68,72,68,79,68,69
0,00,0000,0100,0100,75,69,68,55,61,74,53,62,45,60,58,67,69,76,71,61
0,00,0000,0100,0101,72,65,61,68,72,56,56,52,65,57,71,63,60,59,91,56
0,00,0000,0100,0110,49,60,71,72,73,63,60,70,65,61,61,69,65,63,49,73
0,00,0000,0100,0111,56,55,54,54,66,70,72,59,65,80,69,70,62,64,62,66
0,00,0000,0100,1000,62,84,53,74,66,61,66,77,56,60,58,60,74,56,65,52
0,00,0000,0100,1001,63,63,60,52,71,63,64,61,69,56,60,79,63,67,65,68
